@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
71, 42, 82, 0, -42, -7, 11, 126, 114, positive
105, 0, 106, 0, 72, 0, 1, 34, 32, negative
83, 1, 87, 0, -40, 0, 4, 128, 124, negative
84, 0, 87, 0, -2, 0, 3, 90, 86, negative
80, -1, 84, -3, -40, 5, 4, 125, 122, negative
80, 0, 84, -1, -42, 3, 5, 128, 124, negative
82, 0, 86, 8, -10, 0, 4, 96, 92, negative
108, -3, 109, 0, 72, 4, 1, 36, 36, negative
81, -2, 85, -5, -40, 0, 4, 126, 122, negative
102, 0, 103, 2, 70, -2, 1, 33, 32, negative
81, 0, 86, 0, -22, 0, 4, 109, 104, negative
104, 0, 106, 0, 72, 6, 1, 33, 32, negative
72, -17, 77, -14, -42, -29, 5, 121, 116, negative
106, 3, 107, 1, 70, 0, 1, 37, 36, negative
81, 2, 85, 4, -24, 0, 4, 111, 106, negative
82, 0, 85, 0, -10, -16, 3, 95, 92, negative
101, 0, 102, 0, 72, 24, 1, 30, 28, negative
84, 1, 87, 0, 0, 0, 3, 87, 84, negative
85, 1, 88, 1, -2, -3, 3, 91, 88, negative
81, 0, 86, 1, -22, 20, 4, 109, 104, negative
103, -2, 104, 0, 70, -1, 1, 35, 34, negative
108, 3, 109, 0, 72, 7, 1, 36, 36, negative
85, 0, 88, 7, 2, 0, 3, 86, 82, negative
82, 0, 86, 0, -10, 10, 3, 96, 92, negative
73, 8, 77, 9, -42, -4, 4, 121, 116, negative
102, 0, 102, -5, 70, -10, 1, 33, 32, negative
80, 0, 84, 6, -36, 29, 5, 121, 116, negative
79, 0, 83, -1, -40, 7, 4, 124, 120, negative
106, -1, 108, 0, 72, 3, 1, 35, 34, negative
107, 1, 109, 5, 72, 1, 2, 36, 34, negative
102, 2, 103, 1, 72, 29, 1, 31, 30, negative
79, 2, 83, 0, -40, 15, 4, 124, 120, negative
79, 0, 83, 0, -42, 1, 4, 127, 122, negative
80, 0, 84, 0, -24, 14, 4, 110, 106, negative
106, -1, 107, -6, 70, 0, 1, 37, 36, negative
80, 0, 84, 0, -38, 0, 4, 123, 118, negative
79, -5, 83, 0, -40, 0, 4, 125, 120, negative
105, -1, 106, -3, 70, -4, 1, 36, 36, negative
81, 4, 84, 0, -24, 0, 3, 110, 106, negative
76, 0, 81, 5, -42, -25, 5, 125, 120, negative
81, 5, 85, 0, -24, 0, 4, 111, 108, negative
85, -5, 88, 0, 0, -2, 3, 88, 84, negative
79, 0, 83, 0, -42, 16, 4, 127, 122, negative
105, 0, 107, 3, 70, 0, 1, 37, 36, negative
79, 0, 83, 5, -46, 0, 5, 130, 126, negative
82, -1, 86, -3, -40, 0, 4, 128, 124, negative
79, 0, 84, 6, -38, 0, 4, 123, 118, negative
85, 0, 88, -1, 2, 0, 3, 85, 82, negative
85, 0, 88, 0, 0, -15, 3, 88, 86, negative
79, 0, 83, 0, -46, -2, 4, 130, 126, negative
103, 5, 104, 1, 72, 6, 1, 31, 30, negative
83, 0, 86, 0, -4, -4, 4, 92, 88, negative
79, 0, 84, 0, -42, -24, 4, 128, 124, negative
78, 1, 83, 1, -42, -22, 4, 126, 122, negative
107, -2, 108, 0, 70, 0, 1, 38, 36, negative
77, 5, 81, 4, -40, 12, 4, 123, 118, negative
50, 23, 77, 0, -22, 0, 27, 101, 74, positive
85, 0, 88, 0, 6, 4, 3, 83, 80, negative
105, -2, 107, 0, 72, 0, 1, 35, 34, negative
84, 4, 88, 0, 6, 0, 4, 83, 78, negative
81, -1, 84, 0, -14, 3, 4, 100, 96, negative
104, 3, 105, 4, 70, 0, 1, 35, 34, negative
83, 0, 87, 8, -4, 10, 4, 92, 88, negative
82, 5, 86, 0, -12, 0, 3, 99, 96, negative
83, 0, 86, 0, -4, 30, 3, 92, 88, negative
79, -3, 83, 0, -46, 0, 5, 130, 126, negative
82, 0, 85, -1, -2, 9, 3, 88, 84, negative
84, 0, 88, -1, 6, -5, 5, 83, 78, negative
76, 2, 81, 0, -40, 20, 4, 122, 118, negative
76, 0, 81, 4, -40, 0, 5, 122, 118, negative
80, 5, 84, 1, -40, 9, 4, 126, 122, negative
84, 0, 87, 0, -4, 0, 3, 92, 88, negative
75, 2, 79, 1, -42, 0, 4, 123, 118, negative
79, 0, 83, 0, -38, 1, 4, 122, 118, negative
79, 0, 84, 8, -42, -21, 4, 128, 124, negative
42, 22, 77, 0, 28, 0, 35, 48, 14, positive
81, 0, 84, 0, -18, 4, 4, 103, 98, negative
81, 0, 84, 0, -24, 0, 4, 110, 106, negative
85, 4, 88, 0, 6, 0, 3, 83, 80, negative
79, 0, 83, 0, -38, 31, 4, 122, 118, negative
78, -1, 82, 0, -40, 0, 4, 123, 120, negative
80, 3, 84, 0, -40, 5, 4, 125, 122, negative
82, 0, 87, 2, -42, -30, 5, 131, 126, negative
116, 4501, 106, -2, 30, 47, -10, 75, 84, negative
85, 0, 88, -2, 6, -7, 3, 83, 80, negative
79, 0, 83, 0, -38, 20, 4, 122, 118, negative
79, 1, 83, 0, -42, 0, 4, 127, 122, negative
80, 0, 84, 0, -42, -9, 4, 128, 124, negative
78, 0, 83, 6, -46, 0, 4, 129, 124, negative
82, 4, 86, 0, -22, 0, 4, 109, 106, negative
104, -3, 105, 0, 72, 2, 1, 33, 32, negative
83, -1, 86, 0, -4, -8, 4, 92, 88, negative
104, 0, 106, 0, 72, 9, 1, 33, 32, negative
83, 2, 86, 6, -6, 0, 4, 94, 90, negative
101, 3, 102, 0, 70, -18, 1, 32, 32, negative
78, -4, 82, 0, -46, 0, 4, 128, 124, negative
105, -1, 106, -5, 70, -6, 1, 36, 36, negative
85, 0, 89, 5, 2, 0, 4, 86, 82, negative
82, 0, 86, 0, -42, -23, 4, 130, 126, negative
101, 1, 102, 5, 72, 8, 1, 30, 28, negative
83, 0, 86, -4, -4, -12, 3, 91, 88, negative
87, 2, 89, 0, 8, 0, 2, 81, 80, negative
85, 0, 89, 0, 2, -6, 4, 86, 82, negative
80, 4, 84, 0, -42, -20, 4, 128, 124, negative
85, 0, 88, 0, 2, -16, 3, 86, 82, negative
80, -1, 84, 1, -20, 0, 4, 105, 100, negative
76, 4, 82, 0, -42, -6, 5, 126, 120, negative
103, -5, 104, -1, 70, 0, 1, 35, 34, negative
79, 2, 83, 0, -42, 0, 4, 126, 122, negative
78, 1, 81, 0, -40, 177, 4, 123, 120, negative
102, 0, 103, 2, 70, -4, 1, 33, 32, negative
79, -1, 83, -7, -40, 0, 4, 125, 120, negative
106, -2, 108, 0, 72, 7, 1, 35, 34, negative
79, 0, 84, 7, -38, 0, 4, 123, 118, negative
108, 0, 109, 0, 72, 5, 1, 36, 36, negative
104, 1, 106, 1, 72, 7, 1, 33, 32, negative
84, 0, 88, 0, -2, -13, 3, 90, 88, negative
57, 92, 80, 0, 34, 0, 23, 46, 24, positive
107, 1, 108, 1, 72, 10, 1, 36, 34, negative
81, -3, 85, 0, -40, 4, 4, 126, 122, negative
80, 0, 84, 3, -24, 6, 4, 110, 106, negative
102, 0, 102, -5, 70, -3, 1, 33, 32, negative
102, 0, 104, 5, 70, -2, 2, 34, 32, negative
84, 2, 86, -2, -4, 0, 3, 92, 88, negative
85, 0, 88, -4, 2, 0, 3, 85, 82, negative
72, 6, 76, 3, -42, -4, 4, 119, 116, negative
79, 0, 83, -1, -30, 29, 4, 114, 110, negative
106, 5, 107, 0, 70, 0, 1, 37, 36, negative
85, 0, 89, 2, 2, -6, 4, 86, 82, negative
81, -1, 84, 0, -14, 2, 4, 100, 96, negative
85, 0, 88, 0, 6, 17, 3, 83, 80, negative
78, 0, 83, 1, -46, 0, 4, 129, 124, negative
74, 1, 79, 3, -42, 0, 4, 123, 118, negative
81, 1, 85, 0, -40, 12, 4, 126, 122, negative
82, 0, 86, 0, -40, 7, 4, 128, 124, negative
82, 1, 86, 0, -40, 6, 4, 128, 124, negative
107, 0, 108, 0, 72, 3, 1, 35, 34, negative
81, 0, 84, 0, -22, 0, 3, 108, 104, negative
82, -1, 86, 0, -4, -10, 3, 91, 88, negative
82, -2, 86, 0, -40, 0, 5, 128, 124, negative
81, -3, 86, -3, -40, 0, 4, 127, 122, negative
85, 0, 89, 2, 2, -14, 4, 86, 82, negative
84, 0, 88, 0, 6, 0, 4, 83, 80, negative
82, 0, 85, -3, -2, 10, 3, 88, 84, negative
83, 0, 86, -1, -6, -24, 3, 94, 90, negative
84, 0, 88, -1, 6, -3, 4, 83, 78, negative
84, -5, 88, 0, 2, 0, 3, 85, 82, negative
104, -8, 107, -1, 70, 0, 3, 37, 34, negative
81, 3, 86, 1, -40, 10, 4, 127, 122, negative
79, 0, 83, 0, -30, 9, 4, 114, 110, negative
105, -5, 106, 1, 72, 3, 2, 34, 32, negative
77, 0, 81, 0, -42, 0, 4, 125, 122, negative
104, 5, 106, 6, 70, -29, 1, 36, 34, negative
84, 0, 87, 6, -2, 0, 3, 90, 86, negative
76, 0, 80, 0, -42, -17, 4, 124, 120, negative
80, 0, 84, 0, -38, -3, 4, 123, 118, negative
81, 1, 85, 0, -40, 9, 4, 126, 122, negative
79, 4, 83, 0, -42, 0, 4, 126, 122, negative
76, 0, 81, -2, -40, 16, 5, 122, 118, negative
79, 0, 83, 0, -30, 18, 4, 114, 110, negative
102, 1, 103, 0, 70, -5, 1, 33, 32, negative
81, 0, 84, 0, -18, -12, 3, 103, 100, negative
81, 0, 84, 0, -18, 19, 4, 103, 98, negative
84, -10, 89, 0, 8, 0, 5, 81, 76, negative
101, -1, 102, -1, 72, 0, 1, 29, 28, negative
82, 0, 85, -1, -2, 0, 3, 88, 84, negative
108, 1, 109, 0, 72, 1, 1, 36, 36, negative
107, 0, 108, 0, 72, 8, 1, 36, 34, negative
104, 0, 104, -4, 70, 0, 1, 35, 34, negative
82, 0, 86, 1, -2, 6, 4, 88, 84, negative
81, 0, 84, 0, -18, 22, 4, 103, 98, negative
81, 0, 85, 0, -40, 4, 4, 126, 122, negative
84, 1, 88, 0, 0, 2, 3, 88, 84, negative
80, 1, 84, 0, -32, 0, 4, 117, 114, negative
76, 1, 81, 1, -40, 9, 5, 122, 118, negative
85, 0, 88, -273, 0, 0, 3, 88, 84, negative
82, 0, 85, -1, -6, 6, 3, 93, 90, negative
79, 2, 83, 0, -30, 0, 4, 114, 110, negative
104, 2, 105, 2, 70, 0, 1, 35, 34, negative
85, -4, 89, 0, 2, 0, 4, 86, 82, negative
76, -5, 81, 0, -40, 0, 4, 122, 118, negative
78, -1, 83, 0, -40, 1, 4, 124, 120, negative
105, 4, 106, 2, 72, 6, 1, 33, 32, negative
83, 0, 86, 0, -4, -7, 4, 92, 88, negative
79, 0, 83, 0, -42, -81, 4, 127, 124, negative
85, 5, 89, 0, 6, -5, 4, 84, 80, negative
80, 1, 84, 6, -40, 9, 5, 126, 122, negative
104, -1, 106, -3, 70, -4, 1, 36, 34, negative
81, 3, 85, 0, -12, 0, 4, 98, 94, negative
106, 0, 107, -2, 70, 0, 1, 37, 36, negative
104, 2, 105, 4, 70, 0, 1, 35, 34, negative
123, 170, 105, 0, 36, -1, -18, 69, 86, negative
82, 1, 86, 0, -22, 4, 4, 109, 106, negative
81, -1, 84, -3, -18, 26, 4, 103, 98, negative
81, 0, 84, 0, -18, 0, 4, 103, 98, negative
106, -4, 107, -6, 72, 0, 1, 35, 34, negative
81, 0, 84, 0, -22, -6, 4, 108, 104, negative
