@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
79, 0, 83, 0, -42, 0, 5, 127, 122, negative
80, 5, 83, 0, -28, 0, 3, 112, 108, negative
82, 2, 86, 0, -12, 0, 3, 99, 96, negative
85, -5, 88, 0, 2, 13, 3, 86, 82, negative
84, -2, 88, -6, -2, -11, 3, 90, 88, negative
82, 0, 86, 0, -4, -23, 3, 91, 88, negative
102, 1, 104, 7, 70, -18, 2, 34, 32, negative
81, 0, 84, 0, -20, 23, 4, 105, 102, negative
82, 4, 86, 0, -40, 2, 4, 128, 124, negative
105, -3, 107, -2, 70, 0, 2, 37, 34, negative
81, 1, 85, 0, -40, 8, 4, 126, 122, negative
78, -1, 82, 0, -42, 0, 4, 126, 122, negative
107, 1, 108, 2, 72, 5, 1, 36, 34, negative
108, 0, 108, -4, 72, 5, 1, 36, 36, negative
82, 0, 86, -1, -40, 7, 4, 128, 124, negative
84, -5, 87, 0, 0, 0, 3, 87, 84, negative
104, -1, 105, 0, 72, 7, 1, 33, 32, negative
84, 0, 88, 0, -2, -16, 3, 90, 88, negative
108, 0, 109, 0, 72, 8, 1, 36, 36, negative
82, 0, 86, 0, -4, -17, 3, 91, 88, negative
85, 0, 88, 0, 2, 3, 3, 86, 82, negative
80, 0, 84, 1, -20, 0, 4, 105, 100, negative
79, 0, 84, 6, -42, -16, 4, 128, 124, negative
81, 1, 84, 0, -18, -26, 3, 103, 100, negative
84, -5, 88, 0, 6, 0, 4, 83, 78, negative
84, 0, 87, -3, 0, 0, 3, 87, 84, negative
81, 0, 84, 0, -14, -28, 3, 100, 96, negative
79, 0, 83, -7, -32, -27, 4, 117, 112, negative
76, 0, 81, 0, -42, 0, 4, 125, 120, negative
81, 0, 84, 0, -14, -12, 3, 99, 96, negative
40, 28, 77, 0, -22, 0, 38, 101, 64, positive
76, 2, 81, -7, -42, -2, 5, 125, 120, negative
81, 0, 84, 0, -20, -14, 4, 105, 102, negative
82, 0, 86, 0, -12, -5, 3, 99, 96, negative
86, 4, 89, 0, 8, 8, 3, 81, 78, negative
81, 0, 85, 0, -24, -4, 4, 111, 108, negative
104, -1, 106, 0, 72, 6, 1, 33, 32, negative
83, 0, 86, 0, -4, 31, 3, 92, 88, negative
81, 0, 85, 8, -12, 2, 4, 98, 94, negative
105, -1, 107, 0, 72, 0, 1, 35, 34, negative
102, 0, 102, -3, 70, -12, 1, 33, 32, negative
85, 0, 88, 0, 2, 26, 3, 86, 82, negative
76, -4, 81, -3, -42, -1, 5, 125, 120, negative
104, -1, 105, -1, 72, 3, 1, 33, 32, negative
105, 0, 106, -4, 70, -3, 1, 36, 36, negative
83, -3, 87, 1, -4, 0, 4, 92, 88, negative
78, 1, 82, 0, -42, -25, 4, 126, 122, negative
85, 2, 88, 0, 6, 7, 3, 83, 80, negative
105, 5, 106, 1, 70, 0, 1, 36, 36, negative
80, 0, 84, -1, -28, -24, 4, 112, 108, negative
106, 0, 107, 0, 72, 0, 1, 35, 34, negative
77, 4, 81, 3, -40, 10, 4, 123, 118, negative
104, 0, 106, 0, 72, 2, 1, 33, 32, negative
84, 2, 87, 2, -4, 0, 3, 92, 88, negative
83, 0, 87, 7, -6, -18, 4, 95, 90, negative
82, 3, 86, -2, -10, 14, 3, 96, 92, negative
76, 3, 80, 2, -42, 0, 4, 124, 120, negative
82, 0, 86, 3, -10, -30, 4, 96, 92, negative
85, 0, 88, 0, 0, -30, 3, 88, 84, negative
84, 0, 87, 0, 0, 3, 3, 87, 84, negative
78, 0, 81, -2, -40, 0, 4, 123, 120, negative
82, 0, 86, 0, -4, -14, 3, 91, 88, negative
71, 1, 75, 4, -42, -9, 4, 119, 114, negative
82, 0, 85, 0, -10, -18, 3, 95, 92, negative
85, 0, 89, 0, 6, 30, 4, 84, 80, negative
102, 2, 103, 2, 72, 13, 1, 31, 30, negative
102, 0, 102, -5, 70, -11, 1, 33, 32, negative
79, -1, 83, 0, -32, 132, 4, 117, 112, negative
79, 5, 83, 0, -46, 0, 4, 129, 126, negative
77, -4, 81, 0, -40, 91, 4, 123, 118, negative
81, 4, 85, 8, -24, 0, 4, 111, 106, negative
79, 0, 83, 0, -40, -10, 4, 125, 120, negative
84, 0, 87, 0, 0, 2, 3, 87, 84, negative
78, -2, 83, 0, -40, 2, 4, 124, 120, negative
84, -4, 88, 0, 6, 0, 4, 83, 78, negative
76, 1, 80, 0, -40, 0, 4, 121, 118, negative
79, 0, 83, -1, -42, -29, 4, 126, 122, negative
104, -1, 105, 0, 72, 9, 1, 33, 32, negative
85, 0, 88, 3, 2, 0, 3, 86, 82, negative
84, 0, 88, 0, -2, -10, 3, 90, 88, negative
80, 0, 84, 0, -24, 11, 4, 110, 106, negative
83, 0, 86, 0, -4, -13, 3, 92, 88, negative
83, 0, 86, -1, -6, -30, 3, 94, 90, negative
84, 0, 88, 6, -2, 0, 4, 90, 86, negative
81, 0, 86, 5, -40, 5, 5, 127, 122, negative
102, 0, 103, 5, 70, -10, 1, 33, 32, negative
106, 0, 108, -2, 70, -2, 1, 38, 36, negative
107, 0, 108, -2, 72, 8, 1, 35, 34, negative
102, 0, 102, -3, 72, 11, 1, 30, 30, negative
83, 0, 86, 0, -4, 27, 3, 92, 88, negative
81, 0, 86, 5, -24, -6, 4, 112, 108, negative
81, 0, 84, 0, -20, 17, 4, 105, 102, negative
81, 0, 84, 0, -14, -10, 3, 99, 96, negative
49, 31, 77, 0, -22, 0, 28, 101, 72, positive
105, 5, 106, 0, 70, 0, 1, 36, 36, negative
101, 0, 102, 1, 70, -15, 1, 33, 32, negative
73, -13, 77, -13, -40, 2, 4, 119, 114, negative
107, -5, 108, 0, 70, 0, 1, 38, 36, negative
80, 3, 84, 0, -28, -10, 4, 112, 108, negative
80, 4, 84, 0, -28, -13, 4, 112, 108, negative
105, 0, 106, -7, 72, 5, 1, 33, 32, negative
80, -2, 84, 0, -42, 0, 5, 128, 124, negative
76, -5, 81, 0, -40, 0, 5, 122, 118, negative
81, 0, 84, -1, -14, 0, 3, 99, 96, negative
84, 0, 88, -2, 0, 24, 3, 88, 84, negative
85, 0, 88, 6, 2, 0, 3, 86, 82, negative
79, 0, 83, 0, -30, 0, 4, 114, 110, negative
85, 0, 88, 0, 2, -14, 3, 86, 82, negative
82, 0, 86, 1, -40, 2, 5, 128, 124, negative
77, 4, 81, 0, -40, 0, 4, 123, 118, negative
102, -2, 104, 0, 72, 12, 1, 31, 30, negative
87, 0, 89, 0, 8, 0, 2, 81, 80, negative
82, 0, 86, -1, -10, 15, 3, 96, 92, negative
104, 2, 105, 0, 70, -29, 1, 35, 34, negative
82, 3, 85, 0, -12, 0, 3, 98, 94, negative
50, 22, 77, 0, 28, 0, 26, 48, 22, positive
82, 0, 85, 0, -6, 24, 3, 93, 90, negative
82, 0, 86, 8, -6, 7, 4, 94, 90, negative
81, -5, 84, 0, -14, 5, 4, 100, 96, negative
79, 0, 83, 0, -32, 68, 4, 117, 112, negative
42, 23, 77, 0, 28, 0, 35, 48, 14, positive
104, 3, 105, 3, 70, 0, 1, 35, 34, negative
85, 2, 88, 4, -2, 0, 3, 91, 88, negative
114, 4400, 106, 50, 34, -13, -8, 72, 80, negative
80, 1, 84, 0, -28, -10, 4, 112, 108, negative
79, -2, 83, 0, -30, 0, 4, 114, 110, negative
79, 0, 84, -1, -40, 8, 4, 125, 120, negative
85, 0, 88, -1, 2, -4, 3, 86, 82, negative
107, -5, 108, -3, 72, 4, 1, 36, 34, negative
85, 0, 89, 1, 6, 20, 4, 84, 80, negative
82, -2, 86, -1, -40, 0, 5, 128, 124, negative
101, 0, 102, -1, 72, 0, 1, 29, 28, negative
81, -3, 85, -1, -40, 5, 4, 126, 122, negative
106, -1, 107, -3, 70, 0, 1, 37, 36, negative
104, -3, 106, 0, 70, 0, 1, 36, 34, negative
103, 2, 104, 1, 70, 0, 1, 35, 34, negative
85, 0, 88, 0, 2, 7, 3, 86, 82, negative
81, 0, 84, 0, -20, 3, 4, 105, 102, negative
80, -2, 84, 0, -22, -30, 4, 108, 104, negative
77, 5, 81, 0, -42, 0, 4, 125, 120, negative
44, 27, 77, 0, 28, 0, 33, 48, 16, positive
84, 0, 88, 0, 0, 10, 3, 88, 84, negative
85, 2, 88, 0, 2, -27, 3, 86, 82, negative
81, 0, 84, 0, -14, -6, 3, 99, 96, negative
81, 0, 84, 0, -20, 19, 4, 105, 102, negative
84, 4, 86, -1, -4, 0, 3, 92, 88, negative
81, -1, 86, 2, -40, 7, 5, 127, 122, negative
81, 0, 84, 6, -14, -12, 4, 100, 96, negative
83, 0, 86, 0, -6, -9, 3, 94, 90, negative
80, 0, 84, 0, -42, -6, 4, 128, 124, negative
105, 0, 106, -4, 72, 10, 1, 34, 34, negative
79, 0, 83, 0, -30, 6, 4, 114, 110, negative
79, 2, 83, 0, -40, 14, 4, 125, 120, negative
102, 0, 103, 6, 72, 28, 1, 31, 30, negative
104, 0, 104, -1, 70, 0, 1, 35, 34, negative
84, -1, 88, 0, 6, 0, 4, 83, 78, negative
83, -2, 86, 0, -2, 25, 4, 89, 86, negative
80, 3, 84, 0, -40, 15, 4, 125, 122, negative
82, 0, 86, 1, -40, 7, 5, 128, 124, negative
79, 0, 84, 0, -40, 1, 4, 125, 120, negative
76, 2, 81, 0, -42, 0, 4, 125, 120, negative
82, 0, 86, -1, -10, 3, 3, 96, 92, negative
87, 2, 89, 0, 8, 1, 2, 81, 78, negative
102, 2, 103, 0, 70, -13, 1, 33, 32, negative
81, 0, 86, 0, -40, 4, 4, 127, 122, negative
101, 0, 102, 0, 72, 19, 1, 30, 28, negative
105, -5, 107, 0, 72, 0, 1, 35, 34, negative
104, -9, 107, -1, 70, 0, 3, 37, 34, negative
81, 1, 84, 0, -20, 0, 4, 105, 102, negative
79, -1, 84, 0, -32, 0, 4, 117, 112, negative
102, 0, 103, 0, 70, -19, 1, 33, 32, negative
84, 0, 88, 0, 0, 12, 3, 88, 84, negative
102, 3, 102, 0, 72, 12, 1, 30, 30, negative
80, -3, 84, -4, -42, -30, 4, 128, 124, negative
102, 0, 103, 1, 70, -8, 1, 33, 32, negative
85, 0, 88, -1, 0, 0, 3, 88, 84, negative
80, 0, 84, 0, -40, 31, 4, 125, 122, negative
77, 0, 81, 0, -40, 6, 4, 123, 118, negative
81, 0, 84, 7, -14, 0, 4, 100, 96, negative
85, 1, 88, 1, -2, 0, 3, 91, 88, negative
106, -5, 108, 2, 72, 0, 2, 35, 34, negative
84, 0, 88, 0, 0, 14, 3, 88, 84, negative
102, 0, 102, -6, 72, 25, 1, 30, 30, negative
85, 0, 88, -1, 6, 19, 3, 83, 80, negative
81, 0, 84, -2, -22, 0, 3, 108, 104, negative
80, 0, 84, -3, -42, 0, 4, 128, 124, negative
85, 0, 88, 0, 2, -13, 3, 86, 82, negative
78, 1, 82, 1, -40, 12, 4, 123, 120, negative
85, 7, 89, 0, 8, 22, 4, 81, 78, negative
108, 2, 109, 0, 72, 4, 1, 36, 36, negative
105, -5, 106, 2, 70, 0, 2, 36, 34, negative
80, -3, 84, 0, -40, 4, 5, 126, 122, negative
105, -4, 106, 0, 70, 0, 2, 36, 34, negative
80, 0, 84, 0, -38, -4, 4, 123, 118, negative
84, 3, 86, 0, -2, 0, 3, 89, 86, negative
101, -2, 102, 0, 70, -2, 1, 33, 32, negative
