@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
79, 5, 83, 0, -28, 0, 4, 112, 108, negative
80, 4, 84, 0, -36, 12, 4, 121, 116, negative
105, 5, 106, 0, 70, 0, 1, 36, 34, negative
105, 5, 106, 1, 70, 0, 1, 36, 34, negative
81, 3, 84, 0, -14, -2, 3, 99, 96, negative
60, 50, 82, 0, -40, 28, 22, 123, 102, positive
86, 4, 89, 0, 6, 31, 3, 84, 80, negative
82, 0, 86, 8, -12, 0, 4, 99, 96, negative
81, 0, 84, 0, -12, 1, 3, 97, 94, negative
82, 0, 86, 0, -6, 0, 3, 94, 90, negative
85, 0, 88, 0, 6, 21, 3, 83, 80, negative
76, 1, 81, -3, -42, -1, 5, 125, 120, negative
81, 0, 84, 0, -12, 5, 3, 97, 94, negative
85, 0, 88, 4, 6, 2, 3, 83, 80, negative
82, 0, 87, 3, -40, 1, 5, 128, 124, negative
85, -2, 89, 0, 6, 26, 4, 84, 80, negative
102, 0, 102, 0, 70, -3, 1, 33, 32, negative
105, -3, 106, -7, 70, 0, 1, 36, 34, negative
85, 0, 88, 0, -2, -4, 3, 91, 88, negative
102, 2, 104, 2, 72, 9, 1, 31, 30, negative
106, 5, 107, 2, 70, 0, 1, 37, 36, negative
82, 0, 86, -1, -42, -25, 4, 130, 126, negative
79, -4, 83, 0, -46, 0, 5, 130, 126, negative
76, 0, 81, 0, -42, -6, 5, 125, 120, negative
83, 5, 87, 0, -40, 1, 4, 128, 124, negative
79, 0, 83, 0, -28, 3, 4, 112, 108, negative
79, 0, 83, -5, -32, -5, 4, 117, 112, negative
83, 0, 86, 0, -6, -3, 3, 94, 90, negative
76, 0, 81, -7, -42, -14, 5, 125, 120, negative
84, 0, 87, 5, -2, 0, 3, 90, 86, negative
81, 1, 84, 0, -12, 10, 3, 97, 94, negative
82, 0, 86, 5, -2, 0, 4, 88, 84, negative
83, 0, 86, 0, -4, 12, 3, 92, 88, negative
79, 0, 83, 0, -38, 3, 4, 122, 118, negative
86, 7, 89, 0, 8, 15, 3, 81, 78, negative
107, 0, 108, 0, 72, 5, 1, 36, 34, negative
102, 0, 102, -2, 70, -4, 1, 33, 32, negative
102, -3, 104, -1, 70, -20, 1, 34, 32, negative
103, 0, 104, 4, 70, 0, 1, 35, 34, negative
104, 0, 105, 0, 72, 2, 1, 33, 32, negative
105, -1, 107, 0, 70, 0, 1, 37, 36, negative
81, 0, 84, 0, -14, -2, 4, 100, 96, negative
85, 0, 88, 0, 0, -1, 3, 88, 86, negative
107, 5, 108, 1, 72, 6, 1, 36, 34, negative
86, 2, 89, 0, 8, 4, 3, 81, 78, negative
80, 0, 84, 5, -42, 0, 5, 128, 124, negative
105, -1, 106, -4, 70, -5, 1, 36, 36, negative
79, 2, 83, 0, -46, 0, 4, 129, 126, negative
105, -4, 106, 0, 72, 6, 1, 34, 32, negative
83, 0, 86, 0, -6, 0, 3, 94, 90, negative
102, 0, 104, 0, 70, -10, 1, 34, 32, negative
102, -5, 104, -2, 72, 16, 1, 31, 30, negative
80, -1, 84, -1, -42, 4, 5, 128, 124, negative
82, 0, 86, 0, -12, -28, 3, 99, 96, negative
106, 0, 107, 0, 72, 7, 1, 35, 34, negative
82, -1, 86, 0, -4, -8, 3, 91, 88, negative
82, 2, 86, 0, -22, 12, 4, 109, 106, negative
85, 0, 88, -14, 0, 0, 3, 88, 84, negative
83, -1, 87, 6, -4, 0, 4, 92, 88, negative
83, 0, 86, 0, -4, -2, 4, 92, 88, negative
82, 0, 86, 0, -22, 6, 4, 109, 106, negative
104, 4, 106, 5, 72, 7, 1, 33, 32, negative
121, 962, 106, -2, 34, -3, -15, 72, 88, negative
83, 0, 87, 0, -40, 5, 4, 128, 124, negative
74, -11, 79, -9, -40, 5, 4, 120, 116, negative
81, 0, 84, 0, -22, -10, 4, 108, 104, negative
80, 0, 84, 8, -24, 8, 4, 110, 106, negative
103, 6, 104, 3, 72, 5, 1, 32, 30, negative
84, 1, 88, 0, 0, 3, 3, 88, 84, negative
82, 0, 86, 0, -22, 7, 4, 109, 106, negative
86, 4, 89, 0, 2, -8, 3, 86, 84, negative
76, 0, 81, 0, -42, -3, 5, 125, 120, negative
105, -14, 108, 0, 70, 0, 3, 38, 34, negative
76, 0, 81, 0, -40, 25, 5, 123, 118, negative
81, -1, 84, 0, -14, 5, 4, 100, 96, negative
85, 0, 89, 2, 2, 0, 4, 86, 82, negative
101, 0, 102, 0, 72, 7, 1, 29, 28, negative
104, 0, 105, 0, 70, -14, 1, 35, 34, negative
86, -3, 89, 0, 8, 0, 3, 81, 78, negative
80, 0, 84, 0, -32, 4, 4, 117, 114, negative
80, 0, 84, 0, -20, 2, 4, 105, 100, negative
106, 0, 108, 0, 72, 2, 1, 35, 34, negative
81, 5, 84, 2, -20, 0, 4, 105, 102, negative
80, 0, 84, 0, -32, 20, 4, 117, 114, negative
101, -1, 102, 0, 70, -2, 1, 33, 32, negative
79, 0, 83, 0, -46, -21, 4, 130, 126, negative
80, -2, 84, -3, -42, -24, 4, 128, 124, negative
80, 2, 84, 0, -40, 4, 4, 126, 122, negative
77, 2, 81, 0, -42, 0, 4, 125, 120, negative
85, 0, 88, -5, 6, 2, 3, 83, 80, negative
82, 0, 85, 0, -10, -23, 3, 95, 92, negative
80, 3, 84, 0, -38, -21, 4, 123, 118, negative
84, -4, 88, 0, 2, 0, 3, 85, 82, negative
107, 0, 108, -2, 70, 0, 1, 38, 36, negative
79, 0, 83, 2, -42, 0, 5, 127, 122, negative
72, 8, 76, 5, -42, -8, 4, 120, 116, negative
106, 0, 107, -3, 70, 0, 1, 37, 36, negative
74, 11, 78, 12, -42, -2, 4, 122, 118, negative
85, 1, 88, 0, 0, 0, 3, 88, 86, negative
85, 0, 88, -5, 6, 0, 3, 83, 80, negative
105, -4, 106, 0, 70, 0, 1, 36, 36, negative
81, -1, 84, 0, -12, 17, 4, 97, 94, negative
81, 0, 84, 0, -14, 5, 3, 100, 96, negative
104, -2, 105, -1, 72, 5, 1, 33, 32, negative
84, 0, 88, 0, 0, 15, 3, 88, 84, negative
77, 2, 82, 6, -40, 15, 5, 123, 118, negative
78, 1, 83, 1, -40, 10, 4, 124, 120, negative
76, -3, 81, -2, -40, 30, 5, 123, 118, negative
74, 5, 78, 6, -42, -1, 4, 122, 118, negative
82, 0, 86, 0, -40, 2, 5, 128, 124, negative
107, 4, 108, 1, 72, 5, 1, 36, 34, negative
105, -4, 106, -6, 72, 3, 1, 33, 32, negative
79, -4, 83, -2, -32, 509, 4, 117, 112, negative
81, -2, 86, 0, -22, 0, 4, 109, 104, negative
104, 0, 105, -4, 70, -24, 1, 35, 34, negative
84, 0, 88, 0, -2, -8, 3, 90, 88, negative
101, 0, 102, 0, 72, 12, 1, 30, 28, negative
102, 0, 102, -1, 70, -7, 1, 33, 32, negative
105, 0, 106, 0, 70, 0, 2, 36, 34, negative
84, 1, 88, 0, -2, 0, 3, 90, 88, negative
71, -5, 75, -8, -40, 2, 4, 116, 112, negative
80, 0, 84, -2, -36, 0, 4, 120, 116, negative
81, 0, 84, 0, -20, -13, 4, 105, 102, negative
85, 3, 88, -2, -2, 0, 3, 90, 88, negative
106, 1, 108, 0, 70, 0, 1, 38, 36, negative
106, 5, 108, 3, 70, 0, 1, 38, 36, negative
78, 0, 81, -3, -40, 0, 4, 123, 120, negative
102, 0, 103, 0, 70, -7, 1, 33, 32, negative
81, -1, 85, 0, -40, 2, 4, 126, 122, negative
81, 0, 84, -5, -14, 0, 3, 99, 96, negative
107, -1, 108, 0, 72, 1, 1, 36, 34, negative
81, 0, 84, 0, -12, 7, 3, 97, 94, negative
80, 1, 84, 0, -42, -23, 4, 128, 124, negative
81, 3, 85, 0, -40, 8, 4, 126, 122, negative
82, 0, 86, 0, -12, -4, 3, 99, 96, negative
81, 0, 84, 0, -20, 5, 4, 105, 102, negative
76, 0, 81, -1, -42, -22, 5, 125, 120, negative
102, 4, 103, 2, 70, -3, 1, 33, 32, negative
83, -1, 86, -3, -4, 0, 3, 92, 88, negative
78, 4, 83, 5, -42, -17, 4, 126, 122, negative
82, 0, 86, 0, -10, 7, 3, 96, 92, negative
80, -1, 84, -2, -40, 4, 4, 125, 122, negative
84, 0, 88, -2, 6, -7, 4, 83, 78, negative
87, 4, 89, 0, 8, 2, 2, 81, 78, negative
85, 0, 88, -36, 0, 0, 3, 88, 84, negative
104, -4, 105, -3, 70, -21, 1, 35, 34, negative
85, 0, 88, 0, 0, -11, 3, 88, 86, negative
101, 0, 102, 0, 72, 0, 1, 29, 28, negative
104, -1, 105, -1, 70, 0, 1, 35, 34, negative
79, 0, 83, 2, -42, -16, 5, 127, 122, negative
82, -2, 86, 0, -6, 0, 4, 94, 90, negative
104, -3, 105, -2, 70, -30, 1, 35, 34, negative
82, 2, 86, 0, -2, 5, 3, 88, 84, negative
77, 4, 81, 0, -42, 0, 4, 125, 120, negative
105, -4, 107, -2, 70, 0, 2, 37, 34, negative
83, 0, 86, 0, -4, 25, 3, 92, 88, negative
105, 5, 107, 9, 72, 5, 1, 35, 34, negative
102, 0, 103, 3, 70, -4, 1, 33, 32, negative
79, 0, 83, -1, -40, 0, 4, 125, 120, negative
82, 0, 86, 3, -12, 0, 4, 99, 94, negative
81, 1, 84, 0, -12, 13, 3, 97, 94, negative
78, 0, 83, 5, -46, 0, 4, 129, 124, negative
85, 0, 88, -2, 2, -9, 3, 86, 82, negative
123, 656, 105, 1, 36, -4, -18, 69, 86, negative
103, 5, 104, 2, 70, -27, 1, 35, 34, negative
79, 0, 83, -3, -38, 0, 4, 122, 118, negative
104, 1, 105, 1, 70, 0, 1, 35, 34, negative
105, -2, 106, -3, 72, 1, 1, 33, 32, negative
107, 1, 108, 0, 70, 0, 1, 38, 36, negative
104, 0, 106, 0, 70, 0, 1, 36, 34, negative
81, -3, 86, 0, -22, 0, 4, 109, 104, negative
75, 3, 79, 3, -42, 0, 4, 123, 120, negative
84, -2, 88, 0, 6, 0, 4, 83, 80, negative
80, 0, 84, 8, -20, 0, 4, 105, 100, negative
76, 0, 80, -3, -42, -11, 4, 124, 120, negative
80, -2, 84, -2, -40, 12, 4, 126, 122, negative
79, 0, 83, -3, -32, -3, 4, 117, 112, negative
102, 0, 103, 0, 72, 31, 1, 31, 30, negative
87, 4, 89, 0, 8, 0, 2, 81, 80, negative
80, 0, 84, 0, -28, -28, 4, 112, 108, negative
83, 0, 86, 0, -4, 11, 3, 92, 88, negative
106, 0, 108, 0, 70, 0, 1, 38, 36, negative
105, 1, 107, 6, 70, 0, 1, 37, 36, negative
85, 0, 88, 0, 6, 16, 3, 83, 80, negative
81, 0, 84, 0, -22, -28, 4, 108, 104, negative
82, 0, 86, 0, -42, -29, 5, 130, 126, negative
81, 0, 84, -2, -18, 17, 4, 103, 98, negative
83, -5, 86, 0, -4, -15, 4, 92, 88, negative
105, 0, 106, -2, 70, -1, 1, 36, 36, negative
85, 1, 88, 0, 2, 3, 3, 86, 82, negative
102, 0, 103, 0, 70, -1, 1, 33, 32, negative
83, 0, 87, 0, -42, -30, 4, 131, 126, negative
83, -1, 86, 0, -6, 0, 4, 94, 90, negative
82, 3, 86, 0, -22, 15, 4, 109, 106, negative
79, 5, 83, 1, -40, 9, 4, 125, 120, negative
80, 0, 84, 0, -42, 0, 5, 128, 124, negative
101, 0, 102, 0, 70, -3, 1, 33, 32, negative
