@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
84, 0, 88, -1, 6, -4, 5, 83, 78, negative
105, -3, 106, 0, 72, 5, 1, 34, 32, negative
85, 2, 88, 2, -2, 0, 3, 91, 88, negative
79, -1, 84, 0, -42, 0, 4, 128, 124, negative
82, 0, 86, 0, -40, 5, 5, 128, 124, negative
81, 0, 85, 0, -40, 2, 4, 126, 122, negative
103, 2, 104, 0, 70, 0, 1, 35, 34, negative
102, 0, 102, 0, 70, -15, 1, 33, 32, negative
81, 0, 84, 0, -20, -16, 4, 105, 102, negative
108, 4, 109, 0, 72, 9, 1, 36, 36, negative
85, 0, 88, 0, 6, 24, 3, 83, 80, negative
85, -1, 89, 0, 2, -10, 4, 86, 82, negative
79, 0, 83, 0, -42, 4, 4, 127, 122, negative
77, 0, 81, 0, -40, 5, 4, 123, 118, negative
81, 0, 86, 1, -24, -11, 4, 112, 108, negative
81, 3, 84, 0, -14, 0, 3, 99, 96, negative
104, -5, 105, -3, 72, 1, 1, 33, 32, negative
77, 0, 81, 0, -40, 10, 4, 123, 118, negative
84, 0, 87, 1, -2, 0, 3, 90, 86, negative
101, 0, 102, 2, 70, -19, 1, 33, 32, negative
71, 4, 75, 0, -42, -7, 3, 119, 116, negative
105, -3, 107, 0, 70, 0, 1, 37, 36, negative
82, 3, 86, 0, -6, 0, 3, 94, 90, negative
104, -3, 105, -2, 70, -17, 1, 35, 34, negative
84, 5, 88, 0, -2, 0, 3, 90, 88, negative
81, 0, 85, 3, -12, 0, 4, 98, 94, negative
79, 0, 83, 0, -40, -9, 4, 125, 120, negative
78, 3, 83, 4, -42, -14, 4, 126, 122, negative
126, 5075, 77, 0, 20, -1, -48, 56, 104, negative
81, 1, 84, 0, -14, 0, 3, 99, 96, negative
105, 0, 106, -3, 70, -3, 1, 36, 36, negative
80, 0, 84, 0, -32, 13, 4, 117, 114, negative
83, -1, 86, -2, -4, 0, 3, 92, 88, negative
82, 0, 85, -1, -4, -27, 3, 90, 88, negative
76, 0, 81, 1, -42, 0, 5, 125, 120, negative
79, 0, 84, 0, -36, -196, 4, 120, 116, negative
84, 0, 86, -1, -2, 0, 3, 89, 86, negative
105, 0, 107, 2, 70, 0, 1, 37, 36, negative
81, 5, 85, 0, -12, 0, 4, 98, 94, negative
80, 0, 84, 0, -36, 0, 4, 120, 116, negative
81, 0, 86, 0, -22, 15, 4, 109, 104, negative
85, -7, 89, 0, 8, 0, 4, 81, 78, negative
82, 0, 86, 0, -4, -10, 3, 91, 88, negative
102, 0, 103, 2, 72, 30, 1, 31, 30, negative
102, 0, 103, 0, 70, -26, 1, 33, 32, negative
83, 0, 86, 0, -2, 0, 3, 88, 86, negative
84, 0, 87, -5, 0, 1, 3, 87, 84, negative
80, 0, 84, 0, -24, 24, 4, 110, 106, negative
82, 0, 86, 5, -6, 2, 4, 94, 90, negative
51, 23, 77, 0, 28, 0, 26, 48, 22, positive
79, 0, 83, 0, -38, 13, 4, 122, 118, negative
79, 0, 83, 0, -30, -13, 4, 114, 110, negative
102, 0, 103, 1, 70, -9, 1, 33, 32, negative
82, 0, 86, 0, -12, -1, 3, 99, 96, negative
79, 0, 84, 3, -42, -8, 4, 128, 124, negative
78, 0, 82, -4, -40, 0, 4, 123, 120, negative
82, 0, 86, 1, -6, 2, 4, 94, 90, negative
78, 1, 83, 1, -40, 13, 4, 124, 120, negative
83, 0, 86, 8, -2, 0, 4, 89, 86, negative
102, 3, 102, 1, 72, 14, 1, 30, 30, negative
83, 3, 86, 0, -2, 0, 3, 88, 86, negative
106, 1, 108, 4, 70, 0, 2, 38, 36, negative
76, 1, 81, 1, -42, -19, 5, 125, 120, negative
83, 0, 86, -2, -4, 2, 3, 92, 88, negative
82, 0, 86, 0, -10, 29, 3, 96, 92, negative
105, 3, 106, 1, 72, 5, 1, 33, 32, negative
85, 0, 88, -1, 6, 23, 3, 83, 80, negative
72, 3, 76, 7, -40, 29, 4, 117, 114, negative
79, 0, 84, 0, -36, -1471, 4, 120, 116, negative
105, 5, 106, 2, 72, 8, 1, 33, 32, negative
86, 4, 89, 0, 8, 0, 3, 81, 78, negative
81, 0, 84, 0, -14, 26, 3, 100, 96, negative
76, 0, 80, -1, -42, -11, 4, 124, 120, negative
85, 2, 88, 0, 0, -30, 3, 88, 86, negative
79, 0, 83, 0, -38, 7, 4, 122, 118, negative
87, 1, 89, 0, 8, 0, 2, 81, 80, negative
84, 0, 88, 0, 0, 24, 3, 88, 84, negative
104, 4, 106, 4, 70, 0, 1, 36, 34, negative
80, 5, 84, 1, -38, -20, 4, 123, 118, negative
86, 3, 89, 0, 2, 0, 3, 86, 84, negative
81, 0, 84, 0, -14, 1, 4, 100, 96, negative
84, 0, 88, 0, 0, 5, 4, 88, 84, negative
104, 4, 105, 8, 70, 0, 1, 35, 34, negative
83, 0, 86, 0, -6, -13, 3, 94, 90, negative
83, 0, 86, 0, -2, 26, 4, 89, 86, negative
79, 0, 83, 0, -30, -11, 4, 114, 110, negative
83, 0, 86, 0, -4, 15, 3, 92, 88, negative
104, 0, 104, -7, 70, 0, 1, 35, 34, negative
79, 0, 83, 0, -46, -12, 4, 130, 126, negative
81, 0, 84, 0, -14, 17, 3, 100, 96, negative
79, 2, 83, 0, -46, 0, 4, 130, 126, negative
84, 0, 88, 0, -2, 0, 3, 90, 88, negative
80, 4, 84, 1, -40, 7, 4, 126, 122, negative
81, -4, 86, -4, -40, 0, 4, 127, 122, negative
85, 0, 89, 6, 2, 0, 4, 86, 82, negative
81, 1, 84, 0, -14, -4, 3, 99, 96, negative
105, 0, 106, -1, 72, 1, 1, 33, 32, negative
102, 0, 102, -7, 70, -6, 1, 33, 32, negative
83, 0, 87, 6, -4, 0, 4, 92, 88, negative
80, 0, 84, -2, -20, 0, 4, 105, 100, negative
107, 0, 108, -7, 70, -24, 1, 38, 36, negative
82, 3, 86, 0, -22, 0, 4, 109, 106, negative
48, 45, 77, 0, -22, 0, 29, 101, 72, positive
79, 0, 83, -1, -42, 0, 4, 126, 122, negative
76, -2, 81, 0, -40, 0, 4, 122, 118, negative
79, 0, 83, 0, -42, 0, 4, 127, 122, negative
106, 0, 107, 0, 72, 2, 1, 35, 34, negative
104, 0, 104, -6, 70, 0, 1, 35, 34, negative
83, 0, 87, 0, -40, 8, 4, 128, 124, negative
71, 2, 75, 1, -42, -11, 4, 119, 114, negative
79, 0, 83, 0, -32, 22, 4, 117, 112, negative
81, 5, 85, 2, -40, 3, 4, 126, 122, negative
77, -2, 81, 0, -40, 47, 4, 123, 118, negative
79, -1, 83, 0, -30, 0, 4, 114, 110, negative
79, 0, 84, 3, -42, -6, 4, 128, 124, negative
81, -1, 85, 0, -12, 0, 4, 98, 94, negative
82, 3, 86, 6, -40, 1, 5, 128, 124, negative
82, 0, 86, 0, -10, 13, 3, 96, 92, negative
101, 0, 102, 0, 72, 2, 1, 29, 28, negative
79, 0, 83, 5, -40, 14, 5, 125, 120, negative
81, 0, 84, 0, -12, 30, 3, 97, 94, negative
106, 0, 108, 3, 70, 0, 2, 38, 36, negative
85, 0, 88, -1, 2, -3, 3, 86, 82, negative
101, 0, 102, 0, 70, -15, 1, 32, 32, negative
81, 0, 85, 2, -12, 0, 4, 98, 94, negative
102, -1, 103, 0, 72, 21, 1, 31, 30, negative
80, -1, 84, 0, -42, 0, 5, 128, 124, negative
78, 2, 82, 5, -42, 0, 4, 126, 122, negative
81, 1, 86, 0, -40, 3, 4, 127, 122, negative
82, 0, 86, 0, -40, 5, 4, 128, 124, negative
105, 7, 106, 2, 72, 7, 1, 34, 34, negative
104, 0, 105, -3, 70, 0, 1, 35, 34, negative
79, 0, 83, 0, -30, 14, 4, 114, 110, negative
102, -14, 107, 0, 70, 0, 5, 37, 32, negative
101, 0, 102, 0, 72, 10, 1, 29, 28, negative
84, 0, 88, -1, -2, -7, 3, 90, 88, negative
104, -3, 105, 0, 72, 8, 1, 33, 32, negative
84, -1, 88, -3, 6, -9, 5, 83, 78, negative
101, 0, 102, -7, 72, 0, 1, 29, 28, negative
80, 0, 85, 8, -40, 12, 5, 126, 122, negative
79, -1, 83, -1, -40, 2, 4, 124, 120, negative
105, 3, 106, 1, 70, 0, 1, 36, 34, negative
81, 0, 86, 4, -40, 4, 5, 127, 122, negative
76, 0, 81, 2, -42, 0, 5, 125, 120, negative
102, 0, 103, 5, 72, 30, 1, 31, 30, negative
85, 0, 88, -1, 6, 21, 3, 83, 80, negative
81, 0, 85, -7, -22, 0, 4, 108, 104, negative
85, 0, 88, -4, 2, 0, 3, 86, 82, negative
104, 3, 105, 6, 70, 0, 1, 35, 34, negative
103, -2, 104, -6, 70, -23, 1, 34, 34, negative
81, 1, 85, 3, -24, 0, 4, 111, 106, negative
82, 0, 86, 2, -6, 5, 4, 94, 90, negative
107, 1, 109, 8, 72, 1, 2, 36, 34, negative
64, 78, 82, 0, -42, -6, 18, 126, 108, positive
80, 1, 84, 0, -36, 1, 4, 121, 116, negative
84, 0, 87, 0, 0, 4, 3, 87, 84, negative
84, 4, 86, -2, -4, 0, 3, 92, 88, negative
80, -1, 84, -7, -20, 0, 4, 105, 100, negative
85, 0, 89, 0, 2, -11, 4, 86, 82, negative
85, 0, 89, 0, 2, -10, 4, 86, 82, negative
80, 0, 84, 0, -28, -6, 4, 112, 108, negative
81, 4, 84, 0, -14, 1, 3, 100, 96, negative
79, 0, 84, 0, -10, 32, 4, 94, 90, negative
105, 5, 106, 5, 72, 6, 1, 34, 32, negative
105, 2, 107, 5, 70, 0, 1, 37, 36, negative
80, 5, 84, 2, -38, -13, 4, 123, 118, negative
79, 0, 83, 0, 98, 8098, 4, -14, -18, negative
78, 4, 81, 0, -40, 0, 4, 123, 120, negative
102, -1, 103, 0, 72, 23, 1, 31, 30, negative
105, 6, 106, 2, 70, 0, 1, 36, 36, negative
85, 0, 88, 0, 2, 25, 3, 86, 82, negative
102, 0, 103, 0, 70, -4, 1, 33, 32, negative
105, 0, 106, 0, 70, 0, 1, 36, 34, negative
79, 5, 83, 1, -42, 0, 4, 126, 122, negative
82, 0, 85, -1, -2, 7, 3, 88, 84, negative
71, 5, 75, 2, -40, 16, 4, 116, 112, negative
105, 0, 106, -7, 72, 16, 1, 34, 34, negative
85, 0, 89, 6, 2, -11, 4, 86, 82, negative
84, -1, 88, -2, -2, -8, 3, 90, 88, negative
86, 3, 89, 0, 8, 19, 3, 81, 78, negative
106, 0, 108, 1, 72, 2, 1, 35, 34, negative
82, 0, 86, -1, -40, 8, 4, 128, 124, negative
80, 0, 84, 7, -38, -2, 5, 123, 118, negative
80, 0, 84, 4, -36, 25, 5, 121, 116, negative
106, 0, 108, 0, 70, -1, 1, 38, 36, negative
101, -4, 102, 0, 70, -6, 1, 33, 32, negative
73, 11, 77, 9, -42, -5, 4, 121, 118, negative
71, 3, 75, 1, -40, 16, 4, 116, 112, negative
79, 5, 83, 0, -42, 0, 4, 127, 122, negative
102, 0, 103, 0, 70, -3, 1, 33, 32, negative
106, 0, 108, 4, 70, 0, 2, 38, 36, negative
81, -3, 85, 0, -22, 0, 4, 108, 104, negative
105, -1, 106, 0, 70, 0, 1, 36, 36, negative
47, 22, 79, 0, 42, 0, 31, 37, 6, positive
84, 6, 89, 0, 8, 23, 5, 81, 76, negative
102, -3, 104, -1, 72, 14, 1, 31, 30, negative
