@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
76, 2, 81, 8, -42, -14, 5, 125, 120, negative
82, 0, 85, 0, -6, 13, 3, 93, 90, negative
79, 0, 83, 0, -30, 1, 4, 114, 110, negative
80, -1, 84, 0, -20, 3, 4, 105, 100, negative
79, 1, 84, 1, -40, 1, 4, 125, 120, negative
79, 0, 83, 1, -40, 11, 5, 125, 120, negative
81, 0, 84, 0, -14, 8, 3, 100, 96, negative
104, 1, 106, 3, 70, 0, 1, 36, 34, negative
84, 0, 88, 0, -2, -18, 3, 90, 88, negative
82, 1, 86, 0, -24, -27, 4, 112, 108, negative
80, 0, 84, 0, -20, 3, 4, 105, 100, negative
82, 0, 86, 0, -6, 0, 4, 94, 90, negative
73, 7, 77, 5, -42, -3, 4, 121, 118, negative
104, -2, 105, -1, 70, 0, 1, 35, 34, negative
104, 1, 105, 2, 70, 0, 1, 35, 34, negative
102, 0, 102, -7, 72, 24, 1, 30, 30, negative
81, 0, 84, 0, -20, 26, 3, 105, 102, negative
81, 0, 84, 0, -20, -17, 4, 105, 102, negative
80, -4, 84, 0, -42, 0, 5, 128, 124, negative
81, 0, 84, 0, -20, 16, 4, 105, 102, negative
76, 0, 81, 0, -42, -20, 5, 125, 120, negative
76, -1, 81, 0, -42, -3, 5, 125, 120, negative
84, -2, 88, 0, 0, 0, 4, 88, 84, negative
79, 0, 83, 0, -42, 21, 4, 127, 122, negative
74, 5, 79, 10, -42, 0, 4, 123, 118, negative
82, 0, 86, 0, -40, 16, 4, 128, 124, negative
82, 0, 85, 0, -6, 5, 3, 93, 90, negative
101, 0, 102, 0, 72, 8, 1, 29, 28, negative
78, 1, 82, 3, -42, 0, 4, 126, 122, negative
82, 0, 86, 8, -10, 14, 4, 97, 92, negative
85, -2, 89, 0, 2, -4, 4, 86, 82, negative
80, 0, 84, -5, -20, 0, 4, 105, 100, negative
80, 1, 84, 0, -24, 26, 4, 110, 106, negative
81, 0, 84, 0, -18, -15, 3, 103, 100, negative
81, 0, 86, 0, -24, -15, 4, 112, 108, negative
105, 0, 106, 0, 72, 0, 1, 34, 34, negative
101, 0, 102, 0, 72, 15, 1, 30, 28, negative
42, 23, 77, 0, 28, 0, 34, 48, 14, positive
80, 0, 84, 0, -36, -2, 4, 120, 116, negative
102, 3, 103, 2, 70, -22, 1, 33, 32, negative
85, -2, 89, 0, 2, -6, 4, 86, 82, negative
101, 0, 102, 0, 70, -20, 1, 32, 32, negative
80, 0, 84, 0, -40, 26, 4, 125, 122, negative
81, 0, 84, 0, -18, 2, 4, 103, 98, negative
106, -4, 108, 0, 72, 11, 1, 35, 34, negative
105, -5, 106, 0, 70, 0, 1, 36, 36, negative
106, 6, 108, 4, 72, 10, 1, 35, 34, negative
84, 0, 87, -2, 0, 0, 3, 87, 84, negative
81, 0, 86, 3, -40, 3, 5, 127, 122, negative
79, 1, 83, 0, -40, 9, 4, 125, 120, negative
102, -1, 103, -2, 72, 22, 1, 31, 30, negative
71, -4, 75, -2, -42, -16, 4, 119, 114, negative
76, 0, 80, -1, -42, -13, 4, 124, 120, negative
71, 1, 75, 0, -42, -5, 4, 119, 114, negative
102, 0, 102, 0, 70, -6, 1, 33, 32, negative
79, 0, 84, 4, -38, 0, 4, 123, 118, negative
85, -1, 89, 0, 2, -4, 4, 86, 82, negative
77, 0, 81, 6, -42, 0, 4, 125, 120, negative
85, 0, 88, 0, 2, 15, 3, 86, 82, negative
82, 0, 86, -1, -40, 0, 4, 128, 124, negative
80, 0, 84, -1, -38, -6, 4, 123, 118, negative
80, -3, 84, -3, -42, 9, 5, 128, 124, negative
107, 0, 108, -3, 70, 0, 1, 38, 36, negative
83, 1, 88, 0, 6, 0, 5, 83, 78, negative
76, 3, 81, 2, -40, 9, 5, 122, 118, negative
83, 0, 86, 0, -2, 31, 3, 89, 86, negative
76, 0, 80, -2, -42, -8, 4, 124, 120, negative
82, 0, 85, 0, -6, 8, 3, 93, 90, negative
85, 0, 88, 0, 0, -18, 3, 88, 86, negative
79, 1, 83, 0, -46, 0, 4, 129, 126, negative
84, -3, 88, 0, 0, 1, 4, 88, 84, negative
123, 136, 105, 0, 36, -1, -18, 69, 86, negative
82, 0, 86, 1, -6, 0, 4, 94, 90, negative
83, 0, 86, 0, -4, -3, 4, 92, 88, negative
82, 0, 86, 0, -2, 14, 3, 88, 84, negative
84, 4, 86, 0, -2, 0, 3, 89, 86, negative
82, 0, 85, 0, -10, 0, 3, 95, 92, negative
83, 0, 87, 0, -40, 1, 4, 128, 124, negative
86, 5, 89, 0, 6, 28, 3, 84, 80, negative
82, 0, 86, 6, -12, 0, 4, 99, 94, negative
103, -2, 104, 0, 70, 0, 1, 35, 34, negative
102, 0, 103, 1, 72, 26, 1, 31, 30, negative
108, -1, 109, 0, 70, -28, 1, 39, 38, negative
80, 0, 84, 0, -28, -8, 4, 112, 108, negative
78, -3, 82, 0, -46, 0, 4, 128, 124, negative
84, 3, 87, 0, -2, 0, 3, 90, 86, negative
76, 4, 81, 2, -40, 12, 5, 122, 118, negative
85, 0, 88, -3, 2, 0, 3, 85, 82, negative
101, 4, 102, 0, 70, -19, 1, 32, 32, negative
86, 2, 89, 0, 2, -2, 3, 86, 84, negative
82, 0, 87, 4, -40, 1, 5, 128, 124, negative
79, 0, 83, 0, -38, 0, 4, 122, 118, negative
102, 0, 102, -2, 70, -10, 1, 33, 32, negative
80, 3, 83, -2, -28, 0, 3, 112, 108, negative
82, -5, 86, -2, -4, -17, 3, 91, 88, negative
85, 0, 88, 0, 0, -23, 3, 88, 86, negative
105, 1, 108, 0, 70, 0, 2, 38, 36, negative
83, 0, 86, 0, -6, -14, 3, 94, 90, negative
82, 0, 86, 0, -12, 0, 3, 99, 96, negative
79, 2, 83, 0, -40, 11, 4, 125, 120, negative
103, 2, 104, 0, 70, 0, 1, 34, 34, negative
83, -3, 87, 3, -4, 0, 4, 92, 88, negative
83, -2, 86, 0, -4, -11, 4, 92, 88, negative
102, 0, 103, 0, 70, -20, 1, 33, 32, negative
79, 0, 83, 0, -40, -13, 4, 125, 120, negative
81, 0, 85, -3, -22, 0, 4, 108, 104, negative
107, 1, 109, 6, 72, 1, 2, 36, 34, negative
81, 0, 86, 3, -24, -11, 4, 112, 108, negative
106, 0, 108, 7, 70, 0, 2, 38, 36, negative
83, 0, 86, 0, -2, 21, 4, 89, 86, negative
82, 4, 86, 0, -40, 4, 4, 128, 124, negative
82, 0, 86, -2, -40, 1, 4, 128, 124, negative
79, 0, 83, 0, -42, 24, 4, 127, 122, negative
103, -4, 104, 0, 72, 12, 1, 32, 30, negative
85, -1, 89, 0, 2, -1, 4, 86, 82, negative
77, -1, 81, 0, -40, 0, 4, 123, 118, negative
105, 0, 106, -1, 70, -1, 1, 36, 36, negative
106, 3, 108, 2, 72, 5, 1, 35, 34, negative
78, 0, 83, 8, -46, 0, 4, 129, 124, negative
82, 1, 86, 0, -22, 5, 4, 109, 106, negative
81, 0, 85, 0, -40, 5, 4, 126, 122, negative
101, 0, 102, 0, 72, 6, 1, 29, 28, negative
84, 0, 88, -2, 6, -7, 5, 83, 78, negative
79, 1, 83, 6, -42, -20, 5, 127, 122, negative
82, 0, 86, 0, -10, 12, 3, 96, 92, negative
80, 0, 84, 0, -36, -6, 4, 120, 116, negative
79, 0, 83, 0, -38, 15, 4, 122, 118, negative
71, 2, 76, 5, -42, -7, 4, 119, 116, negative
77, 3, 82, 8, -40, 19, 5, 123, 118, negative
107, 3, 108, 0, 70, 0, 1, 38, 36, negative
79, 0, 83, 0, -42, 8, 4, 127, 122, negative
105, -1, 106, -3, 70, 0, 1, 36, 34, negative
80, 0, 84, -1, -38, -7, 4, 123, 118, negative
105, 3, 108, 0, 70, 0, 2, 38, 36, negative
74, 8, 78, 4, -42, 0, 4, 122, 118, negative
79, -1, 83, -10, -32, -26739, 4, 117, 112, negative
107, 3, 108, 5, 72, 1, 1, 36, 34, negative
105, 0, 106, -2, 70, -2, 1, 36, 36, negative
81, 0, 84, 0, -18, -22, 3, 103, 100, negative
49, 22, 79, 0, 42, 0, 30, 37, 8, positive
85, 0, 88, 0, 0, 30, 3, 88, 84, negative
82, -4, 86, 0, -4, -27, 4, 91, 88, negative
86, 6, 89, 0, 8, 0, 3, 81, 78, negative
78, 0, 82, 1, -40, 0, 4, 123, 120, negative
108, 2, 109, 0, 72, 5, 1, 36, 36, negative
85, 0, 88, 0, 2, 23, 3, 86, 82, negative
103, -2, 104, -1, 70, 0, 1, 35, 34, negative
101, -2, 102, -3, 72, 0, 1, 29, 28, negative
79, -1, 83, 0, -32, 85, 4, 117, 112, negative
80, 1, 84, 0, -38, 0, 4, 123, 118, negative
102, 4, 102, 1, 72, 18, 1, 30, 30, negative
105, -2, 107, -4, 70, 0, 2, 37, 36, negative
85, -3, 88, 0, 0, 0, 3, 88, 84, negative
71, -8, 75, -5, -40, 7, 4, 116, 112, negative
81, 2, 85, 5, -24, 0, 4, 111, 106, negative
81, -1, 85, 0, -22, 0, 4, 108, 104, negative
79, 0, 84, 1, -42, -1, 4, 128, 124, negative
81, 0, 84, 0, -18, 31, 4, 103, 98, negative
104, 4, 105, 0, 72, 5, 1, 33, 32, negative
103, 0, 104, -7, 70, 0, 1, 34, 34, negative
81, 0, 84, 0, -14, 21, 3, 100, 96, negative
104, 3, 105, 0, 72, 2, 1, 33, 32, negative
81, -1, 84, 0, -14, 6, 4, 100, 96, negative
104, 0, 105, 0, 72, 1, 1, 33, 32, negative
85, 0, 88, -3, 2, -7, 3, 86, 82, negative
87, 1, 89, 0, 8, 1, 2, 81, 78, negative
80, 3, 84, 0, -40, 6, 4, 126, 122, negative
106, 3, 107, 1, 72, 0, 1, 35, 34, negative
79, 0, 84, 2, -32, -7, 4, 117, 112, negative
87, 3, 89, 0, 8, 0, 2, 81, 80, negative
82, 5, 86, 0, -24, -24, 4, 112, 108, negative
84, 5, 86, 0, -2, 0, 3, 89, 86, negative
82, 0, 86, 0, -10, 23, 3, 96, 92, negative
80, -2, 84, 0, -14, -3, 4, 99, 96, negative
106, 0, 107, 0, 72, 6, 1, 35, 34, negative
81, -3, 84, 0, -14, 1, 4, 100, 96, negative
82, 0, 85, -2, -10, 0, 3, 95, 92, negative
79, 4, 83, 0, -46, 0, 4, 130, 126, negative
76, 0, 81, -6, -42, -11, 5, 125, 120, negative
80, 0, 85, 2, -40, 3, 5, 126, 122, negative
84, 2, 87, 0, -2, 0, 3, 90, 86, negative
83, 0, 86, 5, -2, 0, 4, 89, 86, negative
82, 1, 86, 0, -40, 9, 4, 128, 124, negative
82, 5, 86, 1, -2, 4, 3, 88, 84, negative
80, 0, 84, 3, -20, 0, 4, 105, 100, negative
102, 0, 103, 0, 70, -2, 1, 33, 32, negative
83, 0, 86, 0, -6, -12, 3, 94, 90, negative
83, 0, 86, 0, -4, 10, 3, 92, 88, negative
81, -6, 86, -1, -40, 0, 5, 127, 122, negative
85, 0, 89, 0, 6, 16, 4, 84, 80, negative
80, 0, 84, 0, -24, 28, 4, 110, 106, negative
80, 0, 84, 0, -32, 16, 4, 117, 114, negative
83, 0, 86, 2, -2, 0, 4, 89, 86, negative
105, 4, 106, 4, 72, 5, 1, 34, 32, negative
83, 0, 86, -1, -4, 15, 3, 92, 88, negative
82, -1, 85, -7, -2, 1, 3, 88, 84, negative
85, 0, 88, -2, 6, -6, 3, 83, 80, negative
80, 0, 84, 0, -36, -29, 4, 120, 116, negative
