@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.64, 0.515, 0.08, 1.042, 0.515, 0.1755, 0.175, negative
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, negative
M, 0.625, 0.515, 0.165, 1.217, 0.667, 0.2065, 0.3115, negative
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, negative
F, 0.665, 0.51, 0.175, 1.3805, 0.675, 0.2985, 0.325, negative
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, negative
M, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, negative
I, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, negative
M, 0.63, 0.495, 0.18, 1.31, 0.495, 0.295, 0.4695, negative
M, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, negative
M, 0.495, 0.38, 0.12, 0.474, 0.197, 0.1065, 0.1545, negative
M, 0.58, 0.43, 0.125, 0.9115, 0.446, 0.2075, 0.121, negative
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, negative
F, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, negative
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, negative
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, negative
F, 0.595, 0.475, 0.165, 1.148, 0.444, 0.214, 0.37, negative
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, negative
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, negative
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, negative
F, 0.62, 0.48, 0.165, 1.043, 0.4835, 0.221, 0.31, negative
M, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, negative
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, negative
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, negative
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, negative
F, 0.575, 0.42, 0.19, 1.764, 0.914, 0.377, 0.4095, negative
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, negative
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, negative
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, negative
M, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, negative
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, negative
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, negative
I, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, negative
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, negative
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, negative
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, negative
I, 0.495, 0.385, 0.125, 0.5125, 0.2075, 0.1155, 0.172, negative
F, 0.625, 0.485, 0.165, 1.2255, 0.5075, 0.296, 0.36, negative
F, 0.575, 0.48, 0.17, 1.1, 0.506, 0.2485, 0.31, negative
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, negative
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, negative
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, negative
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, negative
F, 0.615, 0.48, 0.165, 1.1615, 0.513, 0.301, 0.305, negative
M, 0.55, 0.405, 0.14, 0.8025, 0.244, 0.1635, 0.255, negative
F, 0.455, 0.35, 0.14, 0.5185, 0.221, 0.1265, 0.135, negative
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, negative
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, negative
M, 0.72, 0.57, 0.2, 1.8275, 0.919, 0.366, 0.485, negative
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, negative
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, negative
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, negative
M, 0.375, 0.28, 0.095, 0.2225, 0.0875, 0.043, 0.08, negative
M, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, negative
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, negative
F, 0.68, 0.57, 0.205, 1.842, 0.625, 0.408, 0.65, positive
M, 0.63, 0.515, 0.165, 1.352, 0.488, 0.349, 0.45, positive
M, 0.615, 0.525, 0.155, 1.1375, 0.367, 0.236, 0.37, positive
F, 0.57, 0.45, 0.17, 1.098, 0.414, 0.187, 0.405, positive
M, 0.655, 0.525, 0.185, 1.259, 0.487, 0.2215, 0.445, positive
