@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, negative
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, negative
M, 0.7, 0.525, 0.175, 1.7585, 0.8745, 0.3615, 0.47, negative
F, 0.525, 0.415, 0.15, 0.7055, 0.329, 0.147, 0.199, negative
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, negative
M, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, negative
M, 0.625, 0.5, 0.14, 1.096, 0.5445, 0.2165, 0.295, negative
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, negative
M, 0.53, 0.405, 0.15, 0.8315, 0.352, 0.187, 0.2525, negative
I, 0.545, 0.43, 0.15, 0.742, 0.3525, 0.158, 0.208, negative
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, negative
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, negative
F, 0.63, 0.48, 0.165, 1.2615, 0.5505, 0.277, 0.3885, negative
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, negative
M, 0.575, 0.445, 0.14, 0.737, 0.325, 0.1405, 0.237, negative
F, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, negative
F, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, negative
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, negative
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, negative
I, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, negative
M, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, negative
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, negative
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, negative
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, negative
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, negative
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, negative
F, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, negative
M, 0.66, 0.53, 0.175, 1.583, 0.7395, 0.3505, 0.405, negative
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, negative
M, 0.715, 0.525, 0.2, 1.89, 0.95, 0.436, 0.4305, negative
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, negative
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, negative
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, negative
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, negative
I, 0.535, 0.4, 0.145, 0.705, 0.3065, 0.1365, 0.22, negative
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, negative
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, negative
M, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, negative
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, negative
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, negative
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, negative
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, negative
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, negative
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, negative
F, 0.47, 0.36, 0.13, 0.472, 0.182, 0.114, 0.15, negative
M, 0.63, 0.5, 0.175, 1.2645, 0.5635, 0.3065, 0.3425, negative
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, negative
M, 0.615, 0.475, 0.17, 1.129, 0.4795, 0.302, 0.3, negative
M, 0.64, 0.515, 0.18, 1.247, 0.5475, 0.2925, 0.3685, negative
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, negative
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, negative
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, negative
F, 0.52, 0.425, 0.15, 0.813, 0.385, 0.2015, 0.23, negative
F, 0.57, 0.47, 0.14, 0.871, 0.385, 0.211, 0.2315, negative
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, negative
F, 0.645, 0.525, 0.17, 1.37, 0.6135, 0.283, 0.34, negative
F, 0.725, 0.575, 0.175, 2.124, 0.765, 0.4515, 0.85, positive
F, 0.65, 0.525, 0.175, 1.4225, 0.61, 0.2995, 0.445, positive
M, 0.53, 0.415, 0.13, 0.8425, 0.275, 0.1945, 0.265, positive
F, 0.5, 0.4, 0.165, 0.7105, 0.27, 0.1455, 0.225, positive
M, 0.7, 0.58, 0.205, 2.13, 0.7415, 0.49, 0.58, positive
