@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, negative
M, 0.58, 0.44, 0.175, 1.2255, 0.5405, 0.2705, 0.3265, negative
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, negative
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, negative
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, negative
M, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, negative
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, negative
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, negative
F, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, negative
M, 0.63, 0.49, 0.165, 1.2005, 0.575, 0.273, 0.294, negative
M, 0.63, 0.485, 0.16, 1.243, 0.623, 0.275, 0.3, negative
F, 0.72, 0.55, 0.18, 1.52, 0.637, 0.325, 0.435, negative
F, 0.535, 0.4, 0.15, 1.224, 0.618, 0.275, 0.2875, negative
F, 0.62, 0.5, 0.17, 1.148, 0.5475, 0.22, 0.3315, negative
F, 0.66, 0.53, 0.18, 1.5175, 0.7765, 0.302, 0.401, negative
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, negative
M, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, negative
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, negative
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, negative
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, negative
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, negative
M, 0.535, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, negative
M, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, negative
F, 0.565, 0.45, 0.175, 1.2365, 0.5305, 0.2455, 0.308, negative
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, negative
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, negative
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, negative
I, 0.595, 0.47, 0.135, 0.9365, 0.434, 0.184, 0.287, negative
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, negative
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, negative
F, 0.705, 0.53, 0.17, 1.564, 0.612, 0.394, 0.44, negative
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, negative
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, negative
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, negative
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, negative
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, negative
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, negative
F, 0.565, 0.46, 0.15, 0.8765, 0.3455, 0.1925, 0.275, negative
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, negative
M, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, negative
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, negative
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, negative
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, negative
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, negative
M, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, negative
M, 0.485, 0.4, 0.135, 0.663, 0.313, 0.137, 0.2, negative
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, negative
F, 0.675, 0.53, 0.175, 1.4465, 0.6775, 0.33, 0.389, negative
I, 0.565, 0.46, 0.155, 0.8715, 0.3755, 0.215, 0.25, negative
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, negative
F, 0.655, 0.525, 0.175, 1.348, 0.5855, 0.2605, 0.394, negative
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, negative
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, negative
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, negative
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, negative
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, negative
M, 0.635, 0.525, 0.205, 1.484, 0.55, 0.3115, 0.43, positive
M, 0.65, 0.515, 0.175, 1.4805, 0.5295, 0.272, 0.525, positive
F, 0.61, 0.485, 0.21, 1.3445, 0.535, 0.2205, 0.515, positive
F, 0.585, 0.47, 0.17, 1.099, 0.3975, 0.2325, 0.358, positive
I, 0.58, 0.445, 0.17, 1.178, 0.3935, 0.2165, 0.315, positive
