@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.615, 0.485, 0.16, 1.1575, 0.5005, 0.2495, 0.315, negative
F, 0.65, 0.535, 0.175, 1.2895, 0.6095, 0.2765, 0.344, negative
M, 0.63, 0.525, 0.195, 1.3135, 0.4935, 0.2565, 0.465, negative
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, negative
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, negative
I, 0.54, 0.415, 0.11, 0.619, 0.2755, 0.15, 0.1765, negative
M, 0.595, 0.46, 0.17, 1.1295, 0.57, 0.2555, 0.265, negative
M, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, negative
F, 0.625, 0.49, 0.145, 0.92, 0.437, 0.1735, 0.28, negative
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, negative
F, 0.63, 0.495, 0.19, 1.1655, 0.536, 0.2115, 0.1625, negative
F, 0.655, 0.505, 0.165, 1.367, 0.5835, 0.3515, 0.396, negative
F, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, negative
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, negative
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, negative
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, negative
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, negative
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, negative
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, negative
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, negative
I, 0.58, 0.46, 0.14, 0.9265, 0.4135, 0.1845, 0.27, negative
F, 0.59, 0.465, 0.17, 1.0425, 0.4635, 0.24, 0.27, negative
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, negative
F, 0.595, 0.44, 0.135, 0.964, 0.5005, 0.1715, 0.2575, negative
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, negative
M, 0.62, 0.525, 0.155, 1.085, 0.454, 0.1965, 0.35, negative
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, negative
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, negative
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, negative
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, negative
F, 0.65, 0.505, 0.175, 1.2075, 0.5105, 0.262, 0.39, negative
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, negative
F, 0.525, 0.43, 0.165, 0.717, 0.289, 0.1745, 0.195, negative
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, negative
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, negative
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, negative
M, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, negative
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, negative
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, negative
M, 0.57, 0.445, 0.16, 1.0145, 0.516, 0.164, 0.3, negative
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, negative
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, negative
F, 0.485, 0.375, 0.135, 0.556, 0.1925, 0.1315, 0.1685, negative
M, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, negative
F, 0.62, 0.5, 0.15, 1.293, 0.596, 0.3135, 0.354, negative
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, negative
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, negative
M, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, negative
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, negative
M, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, negative
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, negative
F, 0.605, 0.48, 0.15, 1.079, 0.4505, 0.2835, 0.293, negative
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, negative
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, negative
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, negative
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, negative
F, 0.595, 0.475, 0.17, 1.247, 0.48, 0.225, 0.425, positive
M, 0.6, 0.47, 0.155, 1.036, 0.4375, 0.196, 0.325, positive
F, 0.59, 0.455, 0.155, 1.066, 0.382, 0.2275, 0.415, positive
M, 0.565, 0.44, 0.175, 1.122, 0.393, 0.2, 0.375, positive
M, 0.55, 0.425, 0.16, 0.97, 0.2885, 0.139, 0.48, positive
