@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.59, 0.475, 0.145, 0.9745, 0.4675, 0.207, 0.259, negative
F, 0.615, 0.495, 0.165, 1.198, 0.5415, 0.2865, 0.3185, negative
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, negative
M, 0.625, 0.49, 0.12, 0.8765, 0.456, 0.18, 0.233, negative
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, negative
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, negative
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, negative
M, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, negative
F, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, negative
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, negative
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, negative
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, negative
F, 0.575, 0.45, 0.135, 0.8285, 0.362, 0.1655, 0.236, negative
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, negative
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, negative
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, negative
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, negative
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, negative
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, negative
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, negative
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, negative
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, negative
F, 0.6, 0.475, 0.17, 1.088, 0.4905, 0.2475, 0.31, negative
M, 0.675, 0.515, 0.145, 1.265, 0.6025, 0.299, 0.325, negative
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, negative
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, negative
I, 0.55, 0.415, 0.15, 0.7915, 0.3535, 0.176, 0.236, negative
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, negative
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, negative
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, negative
I, 0.52, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, negative
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, negative
M, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, negative
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, negative
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, negative
M, 0.625, 0.48, 0.175, 1.065, 0.4865, 0.259, 0.285, negative
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, negative
F, 0.58, 0.425, 0.155, 0.873, 0.3615, 0.249, 0.239, negative
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, negative
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, negative
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, negative
M, 0.53, 0.415, 0.14, 0.724, 0.3105, 0.1675, 0.205, negative
F, 0.55, 0.45, 0.15, 0.875, 0.362, 0.1755, 0.2765, negative
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, negative
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, negative
I, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, negative
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, negative
I, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, negative
I, 0.575, 0.45, 0.135, 0.8715, 0.45, 0.162, 0.225, negative
M, 0.475, 0.375, 0.12, 0.563, 0.2525, 0.1205, 0.185, negative
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, negative
F, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, negative
I, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, negative
F, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, negative
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, negative
F, 0.53, 0.415, 0.15, 0.7775, 0.237, 0.1415, 0.33, positive
F, 0.63, 0.5, 0.17, 1.3135, 0.5595, 0.267, 0.4, positive
I, 0.53, 0.42, 0.185, 0.752, 0.299, 0.156, 0.205, positive
M, 0.565, 0.435, 0.185, 1.032, 0.354, 0.2045, 0.31, positive
M, 0.55, 0.44, 0.16, 0.991, 0.348, 0.168, 0.375, positive
F, 0.675, 0.545, 0.195, 1.7345, 0.6845, 0.3695, 0.605, positive
