@relation abalone-17_vs_7-8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, negative
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, negative
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, negative
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, negative
F, 0.535, 0.405, 0.145, 0.6845, 0.2725, 0.171, 0.205, negative
I, 0.38, 0.275, 0.1, 0.2255, 0.08, 0.049, 0.085, negative
M, 0.58, 0.47, 0.165, 0.9975, 0.3935, 0.242, 0.33, negative
F, 0.625, 0.495, 0.165, 1.262, 0.507, 0.318, 0.39, negative
M, 0.46, 0.35, 0.12, 0.515, 0.224, 0.108, 0.1565, negative
F, 0.56, 0.45, 0.16, 1.0235, 0.429, 0.268, 0.3, negative
F, 0.51, 0.4, 0.14, 0.8145, 0.459, 0.1965, 0.195, negative
M, 0.545, 0.46, 0.16, 0.8975, 0.341, 0.1655, 0.345, negative
M, 0.53, 0.435, 0.155, 0.699, 0.288, 0.1595, 0.205, negative
M, 0.45, 0.35, 0.1, 0.3675, 0.1465, 0.1015, 0.12, negative
M, 0.535, 0.42, 0.145, 0.791, 0.33, 0.189, 0.25, negative
M, 0.475, 0.375, 0.125, 0.593, 0.277, 0.115, 0.18, negative
I, 0.415, 0.31, 0.11, 0.2965, 0.123, 0.057, 0.0995, negative
M, 0.555, 0.45, 0.175, 0.874, 0.3275, 0.202, 0.305, negative
I, 0.68, 0.53, 0.185, 1.1095, 0.439, 0.245, 0.34, negative
F, 0.385, 0.315, 0.11, 0.286, 0.1225, 0.0635, 0.0835, negative
F, 0.425, 0.335, 0.095, 0.322, 0.1205, 0.061, 0.125, negative
M, 0.485, 0.37, 0.14, 0.5725, 0.204, 0.1415, 0.175, negative
M, 0.445, 0.345, 0.09, 0.3795, 0.143, 0.074, 0.125, negative
M, 0.485, 0.355, 0.12, 0.547, 0.215, 0.1615, 0.14, negative
M, 0.49, 0.38, 0.14, 0.7605, 0.245, 0.167, 0.185, negative
M, 0.46, 0.34, 0.135, 0.495, 0.1655, 0.117, 0.185, negative
F, 0.545, 0.44, 0.135, 0.9185, 0.429, 0.2015, 0.2375, negative
M, 0.57, 0.45, 0.155, 1.1935, 0.513, 0.21, 0.343, negative
F, 0.625, 0.475, 0.175, 1.1435, 0.4755, 0.2475, 0.349, negative
M, 0.65, 0.525, 0.185, 1.622, 0.6645, 0.3225, 0.477, negative
M, 0.695, 0.56, 0.185, 1.74, 0.885, 0.3715, 0.4375, negative
I, 0.53, 0.42, 0.155, 0.81, 0.4725, 0.111, 0.192, negative
I, 0.545, 0.43, 0.15, 0.7285, 0.302, 0.1315, 0.2545, negative
I, 0.555, 0.43, 0.155, 0.7395, 0.3135, 0.1435, 0.28, negative
I, 0.57, 0.45, 0.145, 0.751, 0.2825, 0.2195, 0.2215, negative
M, 0.61, 0.45, 0.15, 0.871, 0.407, 0.1835, 0.25, negative
M, 0.615, 0.5, 0.17, 1.054, 0.4845, 0.228, 0.295, negative
M, 0.64, 0.525, 0.18, 1.3135, 0.4865, 0.2995, 0.4075, negative
M, 0.645, 0.5, 0.195, 1.401, 0.6165, 0.3515, 0.3725, negative
F, 0.655, 0.525, 0.19, 1.3595, 0.564, 0.3215, 0.3985, negative
F, 0.635, 0.505, 0.145, 1.1345, 0.505, 0.2655, 0.315, negative
F, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, negative
M, 0.65, 0.515, 0.175, 1.466, 0.677, 0.3045, 0.4, negative
M, 0.67, 0.5, 0.19, 1.519, 0.616, 0.388, 0.415, negative
M, 0.705, 0.56, 0.165, 1.675, 0.797, 0.4095, 0.388, negative
I, 0.575, 0.45, 0.135, 0.807, 0.3615, 0.176, 0.254, negative
M, 0.58, 0.46, 0.155, 1.0335, 0.469, 0.2225, 0.295, negative
I, 0.62, 0.45, 0.135, 0.924, 0.358, 0.2265, 0.2965, negative
M, 0.68, 0.52, 0.195, 1.4535, 0.592, 0.391, 0.4125, negative
F, 0.545, 0.415, 0.2, 1.358, 0.567, 0.318, 0.403, negative
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.232, 0.297, negative
I, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, negative
F, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, negative
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, negative
M, 0.605, 0.47, 0.18, 1.1155, 0.479, 0.2565, 0.321, negative
F, 0.66, 0.535, 0.205, 1.4415, 0.5925, 0.2775, 0.49, negative
F, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, negative
F, 0.45, 0.36, 0.125, 0.5065, 0.222, 0.105, 0.16, negative
M, 0.525, 0.405, 0.135, 0.7575, 0.3305, 0.216, 0.195, negative
I, 0.4, 0.31, 0.1, 0.2875, 0.1145, 0.0635, 0.095, negative
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, negative
M, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, negative
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, negative
I, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, negative
F, 0.7, 0.525, 0.19, 1.6015, 0.707, 0.365, 0.43, negative
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, negative
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, negative
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, negative
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, negative
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, negative
F, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, negative
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, negative
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, negative
M, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, negative
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, negative
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, negative
F, 0.66, 0.53, 0.18, 1.5175, 0.7765, 0.302, 0.401, negative
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, negative
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, negative
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, negative
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, negative
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, negative
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, negative
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, negative
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, negative
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, negative
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, negative
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, negative
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, negative
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, negative
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, negative
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, negative
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, negative
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, negative
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, negative
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, negative
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, negative
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, negative
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, negative
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, negative
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, negative
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, negative
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, negative
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, negative
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, negative
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, negative
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, negative
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, negative
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, negative
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, negative
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, negative
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, negative
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, negative
M, 0.53, 0.415, 0.14, 0.724, 0.3105, 0.1675, 0.205, negative
F, 0.485, 0.375, 0.135, 0.556, 0.1925, 0.1315, 0.1685, negative
F, 0.55, 0.45, 0.15, 0.875, 0.362, 0.1755, 0.2765, negative
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, negative
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, negative
M, 0.615, 0.475, 0.17, 1.129, 0.4795, 0.302, 0.3, negative
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, negative
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, negative
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, negative
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, negative
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, negative
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, negative
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, negative
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, negative
F, 0.57, 0.47, 0.14, 0.871, 0.385, 0.211, 0.2315, negative
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, negative
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, negative
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, negative
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, negative
M, 0.665, 0.54, 0.175, 1.347, 0.4955, 0.254, 0.415, positive
F, 0.555, 0.435, 0.165, 0.97, 0.336, 0.2315, 0.295, positive
F, 0.66, 0.52, 0.2, 1.676, 0.673, 0.4805, 0.45, positive
M, 0.655, 0.58, 0.205, 2.0805, 0.959, 0.3415, 0.601, positive
F, 0.715, 0.565, 0.24, 2.1995, 0.7245, 0.465, 0.885, positive
M, 0.595, 0.475, 0.17, 1.0965, 0.419, 0.229, 0.35, positive
F, 0.71, 0.565, 0.195, 1.7265, 0.638, 0.3365, 0.565, positive
I, 0.635, 0.505, 0.19, 1.3315, 0.5805, 0.252, 0.435, positive
M, 0.645, 0.5, 0.19, 1.229, 0.524, 0.278, 0.395, positive
F, 0.505, 0.41, 0.15, 0.6345, 0.243, 0.1335, 0.215, positive
I, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, positive
I, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, positive
