@relation abalone-17_vs_7-8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, negative
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, negative
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, negative
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, negative
F, 0.55, 0.415, 0.135, 0.7635, 0.318, 0.21, 0.2, negative
F, 0.455, 0.355, 0.12, 0.4495, 0.177, 0.104, 0.15, negative
M, 0.595, 0.475, 0.165, 1.213, 0.621, 0.2435, 0.274, negative
M, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, negative
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, negative
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, negative
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, negative
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, negative
M, 0.595, 0.47, 0.165, 1.108, 0.4915, 0.2325, 0.3345, negative
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, negative
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, negative
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
M, 0.44, 0.365, 0.125, 0.516, 0.2155, 0.114, 0.155, negative
F, 0.47, 0.36, 0.12, 0.4775, 0.2105, 0.1055, 0.15, negative
M, 0.56, 0.44, 0.16, 0.8645, 0.3305, 0.2075, 0.26, negative
F, 0.55, 0.45, 0.145, 0.741, 0.295, 0.1435, 0.2665, negative
M, 0.475, 0.375, 0.13, 0.5175, 0.2075, 0.1165, 0.17, negative
F, 0.635, 0.515, 0.19, 1.3715, 0.5065, 0.305, 0.45, negative
F, 0.605, 0.485, 0.16, 1.0565, 0.37, 0.2355, 0.355, negative
M, 0.515, 0.405, 0.13, 0.722, 0.32, 0.131, 0.21, negative
F, 0.62, 0.475, 0.175, 1.0165, 0.4355, 0.214, 0.325, negative
F, 0.49, 0.365, 0.145, 0.6345, 0.1995, 0.1625, 0.22, negative
M, 0.47, 0.36, 0.135, 0.501, 0.1665, 0.115, 0.165, negative
F, 0.585, 0.45, 0.16, 1.077, 0.4995, 0.2875, 0.25, negative
M, 0.46, 0.38, 0.135, 0.482, 0.207, 0.1225, 0.145, negative
F, 0.5, 0.395, 0.14, 0.7155, 0.3165, 0.176, 0.24, negative
F, 0.41, 0.325, 0.105, 0.3635, 0.159, 0.077, 0.12, negative
I, 0.5, 0.385, 0.15, 0.6265, 0.2605, 0.1665, 0.16, negative
I, 0.485, 0.37, 0.13, 0.458, 0.181, 0.113, 0.136, negative
M, 0.345, 0.255, 0.08, 0.169, 0.06, 0.0425, 0.054, negative
M, 0.51, 0.4, 0.14, 0.6515, 0.2455, 0.1665, 0.185, negative
M, 0.415, 0.325, 0.14, 0.417, 0.1535, 0.1015, 0.144, negative
F, 0.345, 0.26, 0.09, 0.207, 0.0775, 0.0435, 0.0765, negative
M, 0.36, 0.295, 0.13, 0.2765, 0.0895, 0.057, 0.1005, negative
M, 0.57, 0.435, 0.13, 0.7535, 0.349, 0.1755, 0.194, negative
F, 0.595, 0.48, 0.15, 1.11, 0.498, 0.228, 0.33, negative
F, 0.605, 0.475, 0.175, 1.382, 0.609, 0.2325, 0.3985, negative
M, 0.58, 0.455, 0.15, 1.012, 0.4985, 0.2115, 0.2835, negative
F, 0.645, 0.515, 0.15, 1.212, 0.515, 0.2055, 0.385, negative
F, 0.655, 0.51, 0.175, 1.6525, 0.8515, 0.3365, 0.403, negative
M, 0.55, 0.425, 0.15, 0.8315, 0.411, 0.1765, 0.2165, negative
F, 0.575, 0.45, 0.16, 1.068, 0.556, 0.214, 0.2575, negative
F, 0.54, 0.42, 0.145, 0.8655, 0.4315, 0.163, 0.2175, negative
M, 0.57, 0.435, 0.17, 0.873, 0.382, 0.183, 0.2705, negative
I, 0.57, 0.44, 0.13, 0.7665, 0.347, 0.1785, 0.202, negative
M, 0.58, 0.455, 0.135, 0.7955, 0.405, 0.167, 0.204, negative
M, 0.585, 0.47, 0.165, 1.409, 0.8, 0.229, 0.295, negative
F, 0.6, 0.455, 0.145, 0.8895, 0.419, 0.1715, 0.269, negative
F, 0.63, 0.49, 0.225, 1.336, 0.6805, 0.259, 0.3245, negative
M, 0.66, 0.505, 0.165, 1.374, 0.589, 0.351, 0.345, negative
I, 0.53, 0.43, 0.135, 0.6255, 0.245, 0.1455, 0.2135, negative
I, 0.59, 0.45, 0.145, 1.022, 0.428, 0.268, 0.265, negative
F, 0.6, 0.48, 0.18, 1.0645, 0.4495, 0.2455, 0.325, negative
F, 0.625, 0.485, 0.175, 1.362, 0.6765, 0.2615, 0.3705, negative
M, 0.645, 0.51, 0.195, 1.226, 0.5885, 0.2215, 0.3745, negative
M, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, negative
F, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, negative
F, 0.635, 0.475, 0.15, 1.1845, 0.533, 0.307, 0.291, negative
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, negative
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, negative
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.2225, 0.239, negative
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, negative
F, 0.64, 0.515, 0.165, 1.3115, 0.4945, 0.2555, 0.41, negative
M, 0.68, 0.54, 0.155, 1.534, 0.671, 0.379, 0.384, negative
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, negative
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, negative
M, 0.59, 0.465, 0.165, 1.115, 0.5165, 0.273, 0.275, negative
F, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, negative
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, negative
F, 0.73, 0.555, 0.18, 1.6895, 0.6555, 0.1965, 0.4935, negative
F, 0.5, 0.4, 0.125, 0.5765, 0.2395, 0.126, 0.185, negative
F, 0.52, 0.41, 0.125, 0.6985, 0.2945, 0.1625, 0.215, negative
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, negative
F, 0.58, 0.475, 0.155, 0.974, 0.4305, 0.23, 0.285, negative
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, negative
M, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, negative
F, 0.58, 0.46, 0.185, 1.017, 0.3515, 0.2, 0.32, negative
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, negative
F, 0.625, 0.49, 0.155, 1.33, 0.6675, 0.259, 0.33, negative
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, negative
M, 0.7, 0.525, 0.175, 1.7585, 0.8745, 0.3615, 0.47, negative
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, negative
I, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, negative
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, negative
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, negative
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, negative
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, negative
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, negative
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, negative
F, 0.535, 0.4, 0.15, 1.224, 0.618, 0.275, 0.2875, negative
M, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, negative
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, negative
F, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, negative
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, negative
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, negative
F, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, negative
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, negative
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, negative
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, negative
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, negative
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, negative
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, negative
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, negative
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, negative
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, negative
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, negative
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, negative
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, negative
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, negative
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, negative
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, negative
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, negative
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, negative
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, negative
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, negative
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, negative
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, negative
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, negative
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, negative
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, negative
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, negative
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, negative
M, 0.72, 0.57, 0.2, 1.8275, 0.919, 0.366, 0.485, negative
F, 0.675, 0.53, 0.175, 1.4465, 0.6775, 0.33, 0.389, negative
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, negative
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, negative
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, negative
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, negative
M, 0.565, 0.425, 0.16, 0.9425, 0.3495, 0.2185, 0.275, positive
F, 0.665, 0.555, 0.195, 1.4385, 0.581, 0.354, 0.36, positive
M, 0.625, 0.5, 0.195, 1.369, 0.5875, 0.2185, 0.37, positive
F, 0.54, 0.44, 0.135, 0.959, 0.2385, 0.221, 0.3, positive
M, 0.63, 0.51, 0.23, 1.539, 0.5635, 0.2815, 0.57, positive
M, 0.585, 0.465, 0.19, 1.171, 0.3905, 0.2355, 0.4, positive
M, 0.575, 0.435, 0.15, 0.805, 0.293, 0.1625, 0.27, positive
M, 0.64, 0.52, 0.2, 1.407, 0.566, 0.304, 0.455, positive
M, 0.515, 0.405, 0.14, 0.8505, 0.312, 0.146, 0.315, positive
M, 0.52, 0.425, 0.155, 0.7735, 0.297, 0.123, 0.255, positive
M, 0.745, 0.585, 0.215, 2.499, 0.9265, 0.472, 0.7, positive
